id_num,edge_id,edge_type
1,22010104,outer
1,22010105,outer
1,22010106,outer
1,22010107,outer
1,22010108,outer
1,22010109,outer
1,22010110,outer
1,22010111,outer
1,22010112,outer
1,22010113,outer
1,22010114,outer
1,22010115,outer
1,22010116,outer
1,22010117,outer
1,22010118,outer
1,22010119,outer
1,22010120,outer
1,22010121,outer
1,22010122,outer
1,22010123,outer
1,22010124,outer
1,22010125,outer
1,22010126,outer
1,22010127,outer
1,22010128,outer
1,22010129,outer
1,22010130,outer
1,22010131,outer
1,22010132,outer
1,22010133,outer
1,22010134,outer
1,22010135,outer
1,22010136,outer
1,22010137,outer
1,22010138,outer
1,22010139,outer
1,22010140,outer
1,22010141,outer
1,22010142,outer
1,22010143,outer
1,22010144,outer
1,22010145,outer
1,22010146,outer
1,22010147,outer
1,22010148,outer
1,22010149,outer
1,22010150,outer
1,22010151,outer
1,22010152,outer
1,22010153,outer
1,22010154,outer
1,22010155,outer
1,22010156,outer
1,22010157,outer
1,22010158,outer
1,22010159,outer
1,22010160,outer
1,22010161,outer
1,22010162,outer
1,22010163,outer
1,22010164,outer
1,22010165,outer
1,22010166,outer
1,22010167,outer
1,22010168,outer
1,22010169,outer
1,22010170,outer
1,22010171,outer
1,22010172,outer
1,22010173,outer
1,22010174,outer
1,22010175,outer
1,22010176,outer
1,22010177,outer
1,22010179,outer
1,22010180,outer
1,22010181,outer
1,22010182,outer
1,22010183,outer
1,22010184,outer
1,22010185,outer
1,22010186,outer
1,22010187,outer
1,22010188,outer
1,22010189,outer
1,22010190,outer
1,22010191,outer
1,22010192,outer
1,22010193,outer
1,22010194,outer
1,22010195,outer
1,22010197,outer
1,22010198,outer
1,22010199,outer
1,22010200,outer
1,22010201,outer
1,22010202,outer
1,22010203,outer
1,22010204,outer
1,22010205,outer
1,22010206,outer
1,22010207,outer
1,22010208,outer
1,22010209,outer
1,22010210,outer
1,22010211,outer
1,22010212,outer
1,22010213,outer
1,22010214,outer
1,22010215,outer
1,22010216,outer
1,22010217,outer
1,22010218,outer
1,22010219,outer
1,22010220,outer
1,22010221,outer
1,22010222,outer
1,22010223,outer
1,22010224,outer
1,22200001,outer
1,22200003,outer
1,22200005,outer
1,22200006,outer
1,22200007,outer
1,22200008,outer
1,22200009,outer
1,22200010,outer
1,22200011,outer
1,22200013,outer
1,22200014,outer
1,22200015,outer
1,22200016,outer
1,22200017,outer
1,22200018,outer
1,22200019,outer
1,22200020,outer
1,22200021,outer
1,22200022,outer
1,22200023,outer
1,22200024,outer
1,22200025,outer
1,22200026,outer
1,22200027,outer
1,22200028,outer
1,22200029,outer
1,22200030,outer
1,22200031,outer
1,22200032,outer
1,22200033,outer
1,22200034,outer
1,22200035,outer
1,22200036,outer
1,22200037,outer
1,22200038,outer
1,22200039,outer
1,22200040,outer
1,22200041,outer
1,22200042,outer
1,22200043,outer
1,22200044,outer
1,22200045,outer
1,22200046,outer
1,22200047,outer
1,22200048,outer
1,22200049,outer
1,22200050,outer
1,22200051,outer
1,22200052,outer
1,22200053,outer
1,22200054,outer
1,22200055,outer
1,22200056,outer
1,22200057,outer
1,22200058,outer
1,22200059,outer
1,22200060,outer
1,22200061,outer
1,22200062,outer
1,22200063,outer
1,22200064,outer
1,22200065,outer
1,22200066,outer
1,22200067,outer
1,22200068,outer
1,22200069,outer
1,22200070,outer
1,22200071,outer
1,22200072,outer
1,22200073,outer
1,22200074,outer
1,22200075,outer
1,22200076,outer
1,22200077,outer
1,22200078,outer
1,22200079,outer
1,22200080,outer
1,22200081,outer
1,22200082,outer
1,22200083,outer
1,22200084,outer
1,22200085,outer
1,22200086,outer
1,22200087,outer
1,22200088,outer
1,22200089,outer
1,22200090,outer
1,22200091,outer
1,22200092,outer
1,22200093,outer
1,22200094,outer
1,22200095,outer
1,22200097,outer
1,22200098,outer
1,22200099,outer
1,22200100,outer
1,22200101,outer
1,22200102,outer
1,22200104,outer
1,22200106,outer
1,22200107,outer
1,22200108,outer
1,22320001,outer
1,22320003,outer
1,22320004,outer
1,22320005,outer
1,22320006,outer
1,22320007,outer
1,22320008,outer
1,22320009,outer
1,22320010,outer
1,22320011,outer
1,22320012,outer
1,22320013,outer
1,22320014,outer
1,22320015,outer
1,22320016,outer
1,22320017,outer
1,22320018,outer
1,22320019,outer
1,22320020,outer
1,22320021,outer
1,22320022,outer
1,22320023,outer
1,22320024,outer
1,22320025,outer
1,22320026,outer
1,22320027,outer
1,22320028,outer
1,22320029,outer
1,22320030,outer
1,22320031,outer
1,22320032,outer
1,22320033,outer
1,22320034,outer
1,22320035,outer
1,22320036,outer
1,22320037,outer
1,22320038,outer
1,22320039,outer
1,22320040,outer
1,22320041,outer
1,22320042,outer
1,22320043,outer
1,22320044,outer
1,22320045,outer
1,22320046,outer
1,22320047,outer
1,22320048,outer
1,22320049,outer
1,22320050,outer
1,22320051,outer
1,22320052,outer
1,22320053,outer
1,22320054,outer
1,22320055,outer
1,22320056,outer
1,22320058,outer
1,22320059,outer
1,22320060,outer
1,22320061,outer
1,22320062,outer
1,22320063,outer
1,22320064,outer
1,22320065,outer
1,22320066,outer
1,22320067,outer
1,22320069,outer
1,22320070,outer
1,22320071,outer
1,22320072,outer
1,22320073,outer
1,22320075,outer
1,22320076,outer
1,22320077,outer
1,22320078,outer
1,22320080,outer
1,22320081,outer
1,22320082,outer
1,22320083,outer
1,22320084,outer
1,22320085,outer
1,22320086,outer
1,22320087,outer
1,22320088,outer
1,22320089,outer
1,22320090,outer
1,22320091,outer
1,22320092,outer
1,22320093,outer
1,22320094,outer
1,22320095,outer
1,22320096,outer
1,22320097,outer
1,22320099,outer
1,22320100,outer
1,22320101,outer
1,22320102,outer
1,22320103,outer
1,22320104,outer
1,22320105,outer
1,22320106,outer
1,22320107,outer
1,22320108,outer
1,22320109,outer
1,22320110,outer
1,22320111,outer
1,22320112,outer
1,22320113,outer
1,22320114,outer
1,22320115,outer
1,22320116,outer
1,22320117,outer
1,22320118,outer
1,22320119,outer
1,22320120,outer
1,22320121,outer
1,22320122,outer
1,22320123,outer
1,22320125,outer
1,22320126,outer
1,22320127,outer
1,22320128,outer
1,22320129,outer
1,22320130,outer
1,22320131,outer
1,22320132,outer
1,22400026,outer
1,22400027,outer
1,22400029,outer
1,22610001,outer
1,22610002,outer
1,22610003,outer
1,22610004,outer
1,22610005,outer
1,22610006,outer
1,22610007,outer
1,22610008,outer
1,22610009,outer
1,22610011,outer
1,22610012,outer
1,22610013,outer
1,22610014,outer
1,22610015,outer
1,22610016,outer
1,22610017,outer
1,22610018,outer
1,22610019,outer
1,22610020,outer
1,22610021,outer
1,22610022,outer
1,22610023,outer
1,22610024,outer
1,22610025,outer
1,22610026,outer
1,22610027,outer
1,22610028,outer
1,22610029,outer
1,22610030,outer
1,22610031,outer
1,22610032,outer
1,22610033,outer
1,22610034,outer
1,22610035,outer
1,22610036,outer
1,22610037,outer
1,22610038,outer
1,22610039,outer
1,22610040,outer
1,22610041,outer
1,22610042,outer
1,22610043,outer
1,22610044,outer
1,22610045,outer
1,22610046,outer
1,22610047,outer
1,22610048,outer
1,22610049,outer
1,22610050,outer
1,22610051,outer
1,22610052,outer
1,22610053,outer
1,22610054,outer
1,22610055,outer
1,22610056,outer
1,22610057,outer
1,22610058,outer
1,22610059,outer
1,22610060,outer
1,22610062,outer
1,22610063,outer
1,22610064,outer
1,22610065,outer
1,22610066,outer
1,22610067,outer
1,22610068,outer
1,22610069,outer
1,22610070,outer
1,22610074,outer
1,22610075,outer
1,22610076,outer
1,22610077,outer
1,22610078,outer
1,22610079,outer
1,22610080,outer
1,22610081,outer
1,22610082,outer
1,22610086,outer
1,22610087,outer
1,22610088,outer
1,22610090,outer
1,22610091,outer
1,22610092,outer
1,22610093,outer
1,22610094,outer
1,22610095,outer
1,22610096,outer
1,22610097,outer
1,22610098,outer
1,22610099,outer
1,22610100,outer
1,22610101,outer
1,22610102,outer
1,22610103,outer
1,22610104,outer
1,22610105,outer
1,22610106,outer
1,22610107,outer
1,22610108,outer
1,22610109,outer
1,22610110,outer
1,22610111,outer
1,22610112,outer
1,22610113,outer
1,22610114,outer
1,22610115,outer
1,22610116,outer
1,22610117,outer
1,22610118,outer
1,22610119,outer
1,22610120,outer
1,22610121,outer
1,22610122,outer
1,22610123,outer
1,22610124,outer
1,22610125,outer
1,22610126,outer
1,22610127,outer
1,22610128,outer
1,22610129,outer
1,22610130,outer
1,22610131,outer
1,22610132,outer
1,22610133,outer
1,22610134,outer
1,22610135,outer
1,22610136,outer
1,22610137,outer
1,22610138,outer
1,22610139,outer
1,22610140,outer
1,22610141,outer
1,22610142,outer
1,22610143,outer
1,22610144,outer
1,22610145,outer
1,22610146,outer
1,22610147,outer
1,22610148,outer
1,22610149,outer
1,22610150,outer
1,22610151,outer
1,22610152,outer
1,22610153,outer
1,22610154,outer
1,22610155,outer
1,22610156,outer
1,22610157,outer
1,22610158,outer
1,22610159,outer
1,22610160,outer
1,22610161,outer
1,22610162,outer
1,22610163,outer
1,22610164,outer
1,22610165,outer
1,22610166,outer
1,22610167,outer
1,22610168,outer
1,22610169,outer
1,22610170,outer
1,22610171,outer
1,22610172,outer
1,22610173,outer
1,22610174,outer
1,22610175,outer
1,22610176,outer
1,22610177,outer
1,22610178,outer
1,22610179,outer
1,22610180,outer
1,22610181,outer
1,22610182,outer
1,22610183,outer
1,22610184,outer
1,22610185,outer
1,22610186,outer
1,22610187,outer
1,22610188,outer
1,22610189,outer
1,22610190,outer
1,22610191,outer
1,22610192,outer
1,22610193,outer
1,22610194,outer
1,22610195,outer
1,22610196,outer
1,22610197,outer
1,22610198,outer
1,22610199,outer
1,22610200,outer
1,22610201,outer
1,22610202,outer
1,22610203,outer
1,22610204,outer
1,22610205,outer
1,22610206,outer
1,22610207,outer
1,22610208,outer
1,22610209,outer
1,22610210,outer
1,22610211,outer
1,22610212,outer
1,22610213,outer
1,22610214,outer
1,22610215,outer
1,22610216,outer
1,22610217,outer
1,22610219,outer
1,22610235,outer
1,22610237,outer
1,22610241,outer
1,22610245,outer
1,22610247,outer
1,22610249,outer
1,22610250,outer
1,22610253,outer
1,22610259,outer
1,22700001,outer
1,22700002,outer
1,22700004,outer
1,22700005,outer
1,22700006,outer
1,22700007,outer
1,22700008,outer
1,22700009,outer
1,22700011,outer
1,22700012,outer
1,22700013,outer
1,22700014,outer
1,22700015,outer
1,22700016,outer
1,22700017,outer
1,22700018,outer
1,22700019,outer
1,22700020,outer
1,22700021,outer
1,22700022,outer
1,22700023,outer
1,22700024,outer
1,22700025,outer
1,22700026,outer
1,22700027,outer
1,22700028,outer
1,22700029,outer
1,22700030,outer
1,22700031,outer
1,22700032,outer
1,22700033,outer
1,22700034,outer
1,22700035,outer
1,22700036,outer
1,22700037,outer
1,22700038,outer
1,22700039,outer
1,22700040,outer
1,22700041,outer
1,22700042,outer
1,22700043,outer
1,22700044,outer
1,22700045,outer
1,22700046,outer
1,22700047,outer
1,22700048,outer
1,22700049,outer
1,22700050,outer
1,22700051,outer
1,22700052,outer
1,22700053,outer
1,22700054,outer
1,22700055,outer
1,22700056,outer
1,22700057,outer
1,22700058,outer
1,22700059,outer
1,22700060,outer
1,22700061,outer
1,22700062,outer
1,22700063,outer
1,22700064,outer
1,22700065,outer
1,22700066,outer
1,22700067,outer
1,22700068,outer
1,22700069,outer
1,22700070,outer
1,22700071,outer
1,22700072,outer
1,22700073,outer
1,22700074,outer
1,22700075,outer
1,22700076,outer
1,22700077,outer
1,22700078,outer
1,22700080,outer
1,22700081,outer
1,22700082,outer
1,22700083,outer
1,22800001,outer
1,22800002,outer
1,22800003,outer
1,22800004,outer
1,22800005,outer
1,22800006,outer
1,22800007,outer
1,22800008,outer
1,22800009,outer
1,22800010,outer
1,22800011,outer
1,22800012,outer
1,22800013,outer
1,22800014,outer
1,22800015,outer
1,22800016,outer
